CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,_DistrictID,_SubheadName
17687,100250166202300024,202300024,2023-04-25,26,166,1,2,2,9,4,8,2023-04-12 09:02:01,2023-04-12 09:44:01,2023-04-25 16:21:01,12.026049,76.692194,Complainant reported Pickpocketing at Chamarajanagara Circle on 12/04/2023. Statement recorded. Investigation initiated.,25,Pickpocketing
17688,100130122202300027,202300027,2023-03-14,1516,122,1,2,3,11,2,1,2023-03-04 13:32:31,2023-03-04 15:03:31,2023-03-14 17:20:31,13.185604,76.291382,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,13,Domestic Violence
17689,100090098202300025,202300025,2023-01-13,237,98,1,2,4,14,1,4,2023-01-04 11:36:08,2023-01-04 13:45:08,2023-01-13 03:55:08,15.377791,74.474301,Complainant reported Fraud at Dharwad Layout on 04/01/2023. Statement recorded. Investigation initiated.,9,Fraud
17690,100230160202300019,202300019,2023-02-18,1332,160,1,2,1,2,1,8,2023-02-10 21:43:11,2023-02-10 23:13:11,2023-02-18 10:26:11,15.069468,75.87633,Complainant reported Attempt to Murder at Koppal Layout on 10/02/2023. Statement recorded. Investigation initiated.,23,Attempt to Murder
17691,100010008202200016,202200016,2022-06-11,1376,8,1,1,2,8,1,10,2022-05-17 17:30:37,2022-05-17 19:59:37,2022-06-11 11:43:37,13.083938,77.478342,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Commercial Robbery
17692,100030047202300018,202300018,2023-05-13,1665,47,1,2,1,4,1,5,2023-05-04 21:46:40,2023-05-04 22:29:40,2023-05-13 15:27:40,12.184398,76.497822,FIR registered based on complaint. Accused identified. Further investigation in progress.,3,Simple Assault
17693,100270172202200025,202200025,2022-06-14,867,172,1,2,2,9,1,5,2022-05-31 20:20:47,2022-05-31 21:01:47,2022-06-14 00:29:47,13.504223,78.140738,FIR registered based on complaint. Accused identified. Further investigation in progress.,27,Pickpocketing
17694,800010030202300001,202300001,2023-08-17,1559,30,8,2,2,6,1,3,2023-07-22 23:53:21,2023-07-23 02:01:21,2023-08-17 17:23:21,13.021035,77.439753,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,1,House Burglary
17695,300050066202400005,202400005,2024-01-19,1078,66,3,1,2,9,4,2,2024-01-06 01:32:25,2024-01-06 01:37:25,2024-01-19 16:20:25,17.32229,76.590378,Complainant reported Pickpocketing at Kalaburagi Market on 06/01/2024. Statement recorded. Investigation initiated.,5,Pickpocketing
17696,300080087202200007,202200007,2022-10-17,231,87,3,1,1,4,1,2,2022-09-21 18:12:49,2022-09-21 20:44:49,2022-10-17 19:49:49,14.015831,75.281462,FIR registered based on complaint. Accused identified. Further investigation in progress.,8,Simple Assault
17697,100010010202400021,202400021,2024-12-27,1976,10,1,2,1,3,1,9,2024-12-11 06:21:51,2024-12-11 06:28:51,2024-12-27 21:02:51,13.157655,77.410862,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Grievous Hurt
17698,100120116202200029,202200029,2022-03-01,1707,116,1,2,2,8,2,9,2022-02-11 21:40:41,2022-02-11 23:36:41,2022-03-01 17:16:41,16.449098,77.820724,FIR registered based on complaint. Accused identified. Further investigation in progress.,12,Commercial Robbery
17699,300210153202200007,202200007,2022-03-04,825,153,3,2,3,12,1,2,2022-02-12 10:42:00,2022-02-12 12:55:00,2022-03-04 22:11:00,15.416875,75.958804,FIR registered based on complaint. Accused identified. Further investigation in progress.,21,Sexual Assault
17700,400080089202300004,202300004,2023-09-01,223,89,4,2,1,1,1,8,2023-08-28 21:55:16,2023-08-29 00:07:16,2023-09-01 18:30:16,14.117762,75.209904,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,8,Murder
17701,300210154202400007,202400007,2024-09-28,354,154,3,1,1,3,2,5,2024-09-19 16:57:14,2024-09-19 17:03:14,2024-09-28 18:32:14,15.444332,75.7562,Complainant reported Grievous Hurt at Gadag Bus Stand on 19/09/2024. Statement recorded. Investigation initiated.,21,Grievous Hurt
17702,100060075202400019,202400019,2024-06-15,1003,75,1,2,8,20,3,7,2024-05-30 04:43:56,2024-05-30 05:34:56,2024-06-15 02:53:56,13.063529,74.900552,FIR registered based on complaint. Accused identified. Further investigation in progress.,6,Other IPC Offence
17703,100050062202300024,202300024,2023-05-15,1725,62,1,2,4,13,1,5,2023-05-05 01:10:23,2023-05-05 04:01:23,2023-05-15 13:14:23,17.371028,76.835572,Complainant reported Cheating at Kalaburagi Layout on 05/05/2023. Statement recorded. Investigation initiated.,5,Cheating
17704,300080092202300011,202300011,2023-04-15,1932,92,3,2,4,14,1,1,2023-04-14 20:50:38,2023-04-14 21:57:38,2023-04-15 10:10:38,13.963194,75.26218,Complainant reported Fraud at Shivamogga Bus Stand on 14/04/2023. Statement recorded. Investigation initiated.,8,Fraud
17705,800070084202300001,202300001,2023-09-16,589,84,8,1,2,7,1,6,2023-09-05 22:20:12,2023-09-06 00:17:12,2023-09-16 08:36:12,13.278847,76.737755,"Two suspects on a blue Splendor motorcycle targeted lone female walkers near Tumakuru Circle, snatched gold chain from behind and fled.",7,Chain Snatching
17706,100010008202400022,202400022,2024-11-30,1532,8,1,2,2,9,2,2,2024-11-04 17:17:53,2024-11-04 19:08:53,2024-11-30 01:04:53,12.847193,77.446899,Complainant reported Pickpocketing at Bangalore Urban Circle on 04/11/2024. Statement recorded. Investigation initiated.,1,Pickpocketing
17707,300150132202200006,202200006,2022-04-09,382,132,3,2,2,6,2,3,2022-04-02 23:51:40,2022-04-03 01:39:40,2022-04-09 05:56:40,13.177234,74.479098,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,15,House Burglary
17708,800200149202300003,202300003,2023-10-01,821,149,8,1,1,4,1,5,2023-09-11 10:40:01,2023-09-11 11:31:01,2023-10-01 16:53:01,14.531719,75.842282,FIR registered based on complaint. Accused identified. Further investigation in progress.,20,Simple Assault
17709,100010006202400020,202400020,2024-03-22,794,6,1,2,4,14,2,2,2024-03-11 23:47:19,2024-03-12 01:36:19,2024-03-22 22:46:19,12.866493,77.242707,Complainant reported Fraud at Bangalore Urban Layout on 11/03/2024. Statement recorded. Investigation initiated.,1,Fraud
17710,800100103202400001,202400001,2024-06-16,1706,103,8,2,2,7,1,6,2024-06-12 21:06:53,2024-06-12 23:30:53,2024-06-16 19:29:53,16.755735,75.996383,"Two suspects on a red Apache motorcycle targeted lone woman walkers near Vijayapura Bus Stand, snatched gold chain from behind and fled.",10,Chain Snatching
17711,100020036202400024,202400024,2024-08-10,753,36,1,1,1,3,2,4,2024-07-21 18:38:25,2024-07-21 19:22:25,2024-08-10 19:06:25,13.397202,77.690378,FIR registered based on complaint. Accused identified. Further investigation in progress.,2,Grievous Hurt
17712,100010020202400021,202400021,2024-09-27,1172,20,1,2,3,11,1,9,2024-09-24 16:15:29,2024-09-24 18:06:29,2024-09-27 05:16:29,12.897812,77.734346,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,1,Domestic Violence
17713,400240161202200004,202200004,2022-07-02,684,161,4,2,2,6,1,9,2022-06-30 10:15:16,2022-06-30 12:57:16,2022-07-02 00:47:16,16.009662,75.621687,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,24,House Burglary
17714,400270170202400006,202400006,2024-12-15,716,170,4,2,4,14,1,10,2024-11-18 15:33:00,2024-11-18 17:25:00,2024-12-15 04:51:00,12.951269,78.356492,Complainant reported Fraud at Kolar Bus Stand on 18/11/2024. Statement recorded. Investigation initiated.,27,Fraud
17715,100180142202300027,202300027,2023-11-05,1371,142,1,2,7,18,2,8,2023-11-04 21:05:02,2023-11-04 23:13:02,2023-11-05 07:57:02,12.532501,75.798229,Accused was intercepted near Kodagu Circle bus stand. Search revealed Ganja concealed in vehicle seat. Quantity: 4508 grams.,18,NDPS Possession
17716,300040060202400003,202400003,2024-10-02,376,60,3,1,6,16,2,2,2024-09-14 02:25:25,2024-09-14 03:05:25,2024-10-02 23:32:25,16.282513,74.600829,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 350,000 transferred.",4,Cyber Fraud
17717,100290176202400024,202400024,2024-01-01,1812,176,1,1,6,17,1,7,2024-01-01 21:51:09,2024-01-02 00:38:09,2024-01-01 03:12:09,16.860057,77.20058,FIR registered based on complaint. Accused identified. Further investigation in progress.,29,Online Harassment
17718,100260169202200013,202200013,2022-10-23,144,169,1,2,2,8,1,3,2022-10-02 12:21:51,2022-10-02 14:00:51,2022-10-23 00:20:51,13.119928,77.50793,Complainant reported Commercial Robbery at Chikkaballapura Layout on 02/10/2022. Statement recorded. Investigation initiated.,26,Commercial Robbery
17719,400150134202200003,202200003,2022-03-13,1831,134,4,2,6,16,1,3,2022-03-11 06:21:33,2022-03-11 06:52:33,2022-03-13 20:53:33,13.327241,74.730504,"Victim received WhatsApp message posing as electricity board. Clicked phishing link and lost Rs 163,000 from bank account.",15,Cyber Fraud
17720,100270172202400022,202400022,2024-06-06,867,172,1,2,2,6,1,10,2024-05-24 23:28:22,2024-05-25 02:24:22,2024-06-06 03:13:22,13.284341,77.962433,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,27,House Burglary
17721,400200150202200006,202200006,2022-04-24,605,150,4,2,2,8,1,7,2022-04-24 07:14:55,2022-04-24 09:56:55,2022-04-24 17:39:55,14.482072,75.94394,Complainant reported Commercial Robbery at Davangere Bus Stand on 24/04/2022. Statement recorded. Investigation initiated.,20,Commercial Robbery
17722,400140126202200005,202200005,2022-07-30,1426,126,4,2,7,19,2,7,2022-07-19 23:33:47,2022-07-20 02:27:47,2022-07-30 23:58:47,12.553849,76.899204,Complainant reported NDPS Trafficking at Mandya Main Road on 19/07/2022. Statement recorded. Investigation initiated.,14,NDPS Trafficking
17723,100010018202400026,202400026,2024-08-20,37,18,1,2,1,4,2,6,2024-08-11 20:35:27,2024-08-11 21:05:27,2024-08-20 08:21:27,12.62064,77.029295,Complainant reported Simple Assault at Bangalore Urban Layout on 11/08/2024. Statement recorded. Investigation initiated.,1,Simple Assault
17724,100280173202200028,202200028,2022-10-31,833,173,1,2,6,17,2,3,2022-10-03 10:25:34,2022-10-03 11:02:34,2022-10-31 17:00:34,12.480259,77.149119,Complainant reported Online Harassment at Ramanagara Circle on 03/10/2022. Statement recorded. Investigation initiated.,28,Online Harassment
17725,100120115202300019,202300019,2023-10-19,1657,115,1,2,2,7,2,7,2023-10-16 17:51:52,2023-10-16 19:53:52,2023-10-19 13:52:52,15.917387,77.329982,"Accused on two-wheeler approached victim near Raichur Layout signal, grabbed gold chain and sped away towards east.",12,Chain Snatching
17726,100270170202400033,202400033,2024-01-26,1199,170,1,2,6,17,4,2,2024-01-15 07:08:31,2024-01-15 09:49:31,2024-01-26 23:02:31,13.409427,78.310908,FIR registered based on complaint. Accused identified. Further investigation in progress.,27,Online Harassment
17727,100100106202400019,202400019,2024-01-17,1250,106,1,1,4,14,2,1,2023-12-22 20:55:09,2023-12-22 23:07:09,2024-01-17 08:53:09,16.946783,75.956328,Complainant reported Fraud at Vijayapura Main Road on 22/12/2023. Statement recorded. Investigation initiated.,10,Fraud
17728,100130121202400024,202400024,2024-09-27,1865,121,1,1,4,13,1,4,2024-09-16 13:02:02,2024-09-16 15:28:02,2024-09-27 22:34:02,12.772144,75.986201,Complainant reported Cheating at Hassan Bus Stand on 16/09/2024. Statement recorded. Investigation initiated.,13,Cheating
17729,100130123202400021,202400021,2024-12-24,1336,123,1,2,2,9,1,3,2024-12-08 16:49:48,2024-12-08 18:47:48,2024-12-24 01:30:48,13.157012,75.981767,FIR registered based on complaint. Accused identified. Further investigation in progress.,13,Pickpocketing
17730,100070080202200021,202200021,2022-01-05,724,80,1,1,8,20,1,6,2022-01-03 16:02:31,2022-01-03 17:28:31,2022-01-05 11:05:31,13.232943,77.566605,FIR registered based on complaint. Accused identified. Further investigation in progress.,7,Other IPC Offence
17731,100080088202300025,202300025,2023-10-30,398,88,1,2,8,20,1,2,2023-10-02 18:17:31,2023-10-02 19:44:31,2023-10-30 03:22:31,13.953761,76.009007,Complainant reported Other IPC Offence at Shivamogga Main Road on 02/10/2023. Statement recorded. Investigation initiated.,8,Other IPC Offence
17732,100110112202200022,202200022,2022-10-16,410,112,1,2,8,20,3,6,2022-09-20 18:21:34,2022-09-20 18:47:34,2022-10-16 14:41:34,14.683576,76.763683,FIR registered based on complaint. Accused identified. Further investigation in progress.,11,Other IPC Offence
17733,300010014202300002,202300002,2023-05-25,1166,14,3,2,1,1,1,5,2023-05-04 16:33:50,2023-05-04 18:25:50,2023-05-25 03:33:50,13.073804,77.618033,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,1,Murder
17734,100070082202400027,202400027,2024-10-02,1945,82,1,1,2,9,3,8,2024-09-07 20:55:43,2024-09-07 23:44:43,2024-10-02 16:42:43,12.824013,77.043605,FIR registered based on complaint. Accused identified. Further investigation in progress.,7,Pickpocketing
17735,300070080202300005,202300005,2023-06-21,864,80,3,2,6,16,1,2,2023-06-10 20:17:34,2023-06-10 20:41:34,2023-06-21 01:21:34,13.956154,77.162728,"Victim received WhatsApp message posing as electricity board. Clicked phishing link and lost Rs 452,000 from bank account.",7,Cyber Fraud
17736,300190145202400007,202400007,2024-10-04,1525,145,3,2,6,16,1,9,2024-09-06 16:09:52,2024-09-06 16:21:52,2024-10-04 22:39:52,14.376209,76.237014,"Victim received WhatsApp message posing as electricity board. Clicked phishing link and lost Rs 130,000 from bank account.",19,Cyber Fraud
17737,100270170202300020,202300020,2023-03-07,52,170,1,1,3,12,3,5,2023-02-09 19:28:32,2023-02-09 20:35:32,2023-03-07 04:26:32,13.197721,78.126318,FIR registered based on complaint. Accused identified. Further investigation in progress.,27,Sexual Assault
17738,100020034202400025,202400025,2024-02-20,1259,34,1,2,3,11,1,3,2024-02-03 16:06:42,2024-02-03 18:12:42,2024-02-20 08:16:42,13.386704,77.86875,Complainant reported repeated assault by husband and in-laws over dowry demands. Injuries documented.,2,Domestic Violence
17739,100010013202400032,202400032,2024-09-03,1912,13,1,1,3,10,1,3,2024-08-11 21:17:35,2024-08-12 00:02:35,2024-09-03 02:24:35,13.073479,77.612341,Complainant reported Eve Teasing at Bangalore Urban Circle on 11/08/2024. Statement recorded. Investigation initiated.,1,Eve Teasing
17740,400050068202300003,202300003,2023-03-25,1541,68,4,2,3,10,1,8,2023-03-20 19:26:37,2023-03-20 20:23:37,2023-03-25 12:34:37,16.909923,76.405811,FIR registered based on complaint. Accused identified. Further investigation in progress.,5,Eve Teasing
17741,100020036202300018,202300018,2023-01-20,1207,36,1,1,3,11,4,6,2023-01-17 21:15:09,2023-01-17 23:29:09,2023-01-20 14:09:09,13.127478,77.815659,Complainant reported repeated assault by husband and in-laws over dowry demands. Injuries documented.,2,Domestic Violence
17742,100030050202300022,202300022,2023-04-02,1000,50,1,2,2,8,2,4,2023-03-22 10:57:33,2023-03-22 12:43:33,2023-04-02 07:05:33,12.628737,76.416965,FIR registered based on complaint. Accused identified. Further investigation in progress.,3,Commercial Robbery
17743,100170139202300020,202300020,2023-07-25,527,139,1,2,1,2,3,2,2023-07-06 18:01:10,2023-07-06 20:48:10,2023-07-25 12:10:10,12.93879,76.00524,Complainant reported Attempt to Murder at Chikkamagaluru Bus Stand on 06/07/2023. Statement recorded. Investigation initiated.,17,Attempt to Murder
17744,100080087202300027,202300027,2023-08-01,1673,87,1,1,3,10,1,8,2023-07-23 20:34:24,2023-07-23 20:44:24,2023-08-01 01:44:24,13.726227,75.173833,Complainant reported Eve Teasing at Shivamogga Main Road on 23/07/2023. Statement recorded. Investigation initiated.,8,Eve Teasing
17745,100010028202400020,202400020,2024-06-13,677,28,1,2,2,7,1,8,2024-06-08 09:04:26,2024-06-08 09:23:26,2024-06-13 10:49:26,12.84818,77.466825,"Accused on two-wheeler approached victim near Bangalore Urban Bus Stand signal, grabbed gold chain and sped away towards south.",1,Chain Snatching
17746,100080087202200020,202200020,2022-06-05,634,87,1,1,2,8,3,9,2022-05-12 18:12:50,2022-05-12 19:56:50,2022-06-05 04:10:50,14.259943,75.784508,FIR registered based on complaint. Accused identified. Further investigation in progress.,8,Commercial Robbery
17747,300010023202200005,202200005,2022-10-30,591,23,3,2,2,9,1,6,2022-10-16 00:02:37,2022-10-16 02:32:37,2022-10-30 22:01:37,12.787253,77.944089,Complainant reported Pickpocketing at Bangalore Urban Layout on 16/10/2022. Statement recorded. Investigation initiated.,1,Pickpocketing
17748,100170138202200024,202200024,2022-05-07,51,138,1,2,3,11,2,8,2022-04-20 08:52:27,2022-04-20 11:13:27,2022-05-07 20:25:27,13.347356,76.037209,Complainant reported repeated assault by husband and in-laws over dowry demands. Injuries documented.,17,Domestic Violence
17749,300120115202300007,202300007,2023-01-05,270,115,3,1,3,12,2,3,2022-12-13 19:22:50,2022-12-13 21:34:50,2023-01-05 00:56:50,16.543795,77.278252,FIR registered based on complaint. Accused identified. Further investigation in progress.,12,Sexual Assault
17750,100050063202300024,202300024,2023-11-15,505,63,1,2,1,1,3,8,2023-10-29 19:32:39,2023-10-29 19:45:39,2023-11-15 01:59:39,17.47253,76.73261,Deceased was found with stab wounds near Kalaburagi Bus Stand. Old enmity suspected. Accused identified as co-worker of victim.,5,Murder
17751,100310184202400025,202400025,2024-09-10,1735,184,1,2,1,1,2,7,2024-08-27 12:01:03,2024-08-27 14:51:03,2024-09-10 16:47:03,18.142926,77.542469,Deceased was found with stab wounds near Bidar Main Road. Old enmity suspected. Accused identified as co-worker of victim.,31,Murder
17752,100040060202200022,202200022,2022-12-07,376,60,1,2,1,1,1,3,2022-11-23 13:08:58,2022-11-23 15:16:58,2022-12-07 15:35:58,16.089781,74.878889,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,4,Murder
17753,100010018202400027,202400027,2024-06-08,1864,18,1,2,2,6,1,4,2024-05-26 15:26:48,2024-05-26 18:03:48,2024-06-08 13:23:48,13.108408,77.571235,Drilled hole near the front door wooden lock using a manual hand drill silencer setup. Gold ornaments and cash stolen.,1,House Burglary
17754,100150131202300013,202300013,2023-11-17,645,131,1,2,8,20,1,4,2023-10-20 00:21:27,2023-10-20 01:33:27,2023-11-17 07:43:27,13.321693,74.002842,FIR registered based on complaint. Accused identified. Further investigation in progress.,15,Other IPC Offence
17755,800220155202300001,202300001,2023-07-01,1216,155,8,1,2,9,1,10,2023-06-07 09:06:15,2023-06-07 11:04:15,2023-07-01 10:50:15,14.615701,75.637243,FIR registered based on complaint. Accused identified. Further investigation in progress.,22,Pickpocketing
17756,100060071202200017,202200017,2022-02-05,339,71,1,1,2,9,1,2,2022-01-10 22:23:08,2022-01-10 23:59:08,2022-02-05 14:42:08,13.15657,74.672358,FIR registered based on complaint. Accused identified. Further investigation in progress.,6,Pickpocketing
17757,100220155202200028,202200028,2022-04-16,397,155,1,1,3,12,2,9,2022-03-21 22:23:50,2022-03-22 00:29:50,2022-04-16 13:58:50,14.835044,75.356783,Complainant reported Sexual Assault at Haveri Main Road on 21/03/2022. Statement recorded. Investigation initiated.,22,Sexual Assault
17758,100280173202300024,202300024,2023-12-20,1330,173,1,2,2,6,1,8,2023-12-06 20:23:50,2023-12-06 20:47:50,2023-12-20 21:16:50,12.888101,77.834054,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",28,House Burglary
17759,100010019202300034,202300034,2023-06-17,743,19,1,2,8,20,2,9,2023-05-21 09:55:01,2023-05-21 10:40:01,2023-06-17 08:30:01,13.148717,77.427056,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
17760,800040058202400002,202400002,2024-09-04,477,58,8,2,4,13,1,3,2024-08-29 10:48:09,2024-08-29 11:35:09,2024-09-04 01:26:09,15.830095,74.848182,Complainant reported Cheating at Belagavi Bus Stand on 29/08/2024. Statement recorded. Investigation initiated.,4,Cheating
17761,100010001202400023,202400023,2024-11-01,16,1,1,2,6,17,1,8,2024-10-10 08:07:10,2024-10-10 09:53:10,2024-11-01 18:01:10,12.619431,77.440836,Complainant reported Online Harassment at Bangalore Urban Bus Stand on 10/10/2024. Statement recorded. Investigation initiated.,1,Online Harassment
17762,300070081202400002,202400002,2024-03-13,688,81,3,2,2,7,1,8,2024-02-18 21:14:18,2024-02-18 23:29:18,2024-03-13 20:11:18,13.515391,77.424583,"Two suspects on a blue Apache motorcycle targeted lone female walkers near Tumakuru Bus Stand, snatched gold chain from behind and fled.",7,Chain Snatching
17763,300140129202400005,202400005,2024-11-26,664,129,3,2,2,5,2,7,2024-11-15 22:19:50,2024-11-15 23:31:50,2024-11-26 11:00:50,12.674042,76.743426,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,14,Vehicle Theft
17764,100190146202200027,202200027,2022-04-26,1721,146,1,2,2,8,1,9,2022-04-22 00:44:07,2022-04-22 00:58:07,2022-04-26 11:57:07,14.359234,76.501573,Complainant reported Commercial Robbery at Chitradurga Bus Stand on 22/04/2022. Statement recorded. Investigation initiated.,19,Commercial Robbery
17765,100060079202300022,202300022,2023-08-11,447,79,1,1,6,17,1,4,2023-07-30 15:03:33,2023-07-30 15:27:33,2023-08-11 13:48:33,13.001805,74.831732,FIR registered based on complaint. Accused identified. Further investigation in progress.,6,Online Harassment
17766,300270171202300008,202300008,2023-04-30,1800,171,3,2,6,16,2,6,2023-04-27 21:35:25,2023-04-27 23:05:25,2023-04-30 10:55:25,13.150149,77.902525,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 443,000 transferred.",27,Cyber Fraud
17767,100010016202400030,202400030,2024-04-28,97,16,1,1,3,10,1,2,2024-04-02 10:38:20,2024-04-02 13:38:20,2024-04-28 21:32:20,13.591651,77.63385,Complainant reported Eve Teasing at Bangalore Urban Circle on 02/04/2024. Statement recorded. Investigation initiated.,1,Eve Teasing
17768,100180143202200020,202200020,2022-11-06,516,143,1,2,2,6,2,10,2022-10-11 01:50:29,2022-10-11 03:35:29,2022-11-06 14:06:29,12.474628,75.752422,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",18,House Burglary
17769,100110108202400019,202400019,2024-10-04,71,108,1,2,1,3,1,6,2024-09-06 20:55:07,2024-09-06 21:43:07,2024-10-04 05:49:07,15.350728,76.596792,Complainant reported Grievous Hurt at Ballari Main Road on 06/09/2024. Statement recorded. Investigation initiated.,11,Grievous Hurt
17770,100060079202200018,202200018,2022-05-02,235,79,1,2,1,2,3,6,2022-04-22 10:57:18,2022-04-22 11:58:18,2022-05-02 20:07:18,12.477699,74.848382,FIR registered based on complaint. Accused identified. Further investigation in progress.,6,Attempt to Murder
17771,100020036202200022,202200022,2022-05-06,1838,36,1,2,6,16,4,10,2022-04-17 22:41:55,2022-04-18 01:36:55,2022-05-06 02:59:55,13.620514,77.89908,"Caller posed as KYC officer of HDFC bank. Victim shared OTP and Rs 44,000 was debited.",2,Cyber Fraud
17772,400010017202300002,202300002,2023-04-13,971,17,4,2,7,18,4,9,2023-03-31 08:44:15,2023-03-31 10:25:15,2023-04-13 01:53:15,12.769488,77.723622,Accused was intercepted near Bangalore Urban Layout bus stand. Search revealed MDMA concealed in undergarment. Quantity: 2063 grams.,1,NDPS Possession
17773,100100104202200018,202200018,2022-09-22,1935,104,1,2,4,13,1,4,2022-09-18 18:02:35,2022-09-18 20:10:35,2022-09-22 20:20:35,16.671203,75.816604,Complainant reported Cheating at Vijayapura Market on 18/09/2022. Statement recorded. Investigation initiated.,10,Cheating
17774,100160135202300027,202300027,2023-09-12,691,135,1,2,2,9,1,8,2023-09-07 10:48:15,2023-09-07 12:29:15,2023-09-12 07:42:15,14.919798,74.91812,FIR registered based on complaint. Accused identified. Further investigation in progress.,16,Pickpocketing
17775,100080087202400017,202400017,2024-08-30,231,87,1,2,1,2,1,5,2024-08-22 19:41:33,2024-08-22 21:56:33,2024-08-30 16:04:33,13.538484,75.251703,Complainant reported Attempt to Murder at Shivamogga Layout on 22/08/2024. Statement recorded. Investigation initiated.,8,Attempt to Murder
17776,100140129202400028,202400028,2024-11-23,1467,129,1,1,4,13,1,10,2024-10-29 01:34:30,2024-10-29 04:26:30,2024-11-23 01:53:30,12.502907,76.636994,FIR registered based on complaint. Accused identified. Further investigation in progress.,14,Cheating
17777,300010006202200010,202200010,2022-10-04,1514,6,3,2,1,2,2,7,2022-10-02 21:41:50,2022-10-02 23:17:50,2022-10-04 14:46:50,12.694169,77.662564,Complainant reported Attempt to Murder at Bangalore Urban Market on 02/10/2022. Statement recorded. Investigation initiated.,1,Attempt to Murder
17778,100090098202300026,202300026,2023-02-18,1942,98,1,2,5,15,3,10,2023-02-14 16:32:25,2023-02-14 18:40:25,2023-02-18 08:14:25,15.229891,75.572214,Complainant reported Atrocity (SC/ST Act) at Dharwad Layout on 14/02/2023. Statement recorded. Investigation initiated.,9,Atrocity (SC/ST Act)
17779,100010030202300019,202300019,2023-02-20,1875,30,1,2,5,15,2,5,2023-02-15 18:28:00,2023-02-15 20:28:00,2023-02-20 19:46:00,12.838309,77.527042,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Atrocity (SC/ST Act)
17780,100050064202200027,202200027,2022-11-24,778,64,1,2,3,11,4,7,2022-11-04 08:09:12,2022-11-04 08:41:12,2022-11-24 15:16:12,17.404085,76.457311,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,5,Domestic Violence
17781,100210154202200023,202200023,2022-12-30,891,154,1,2,2,7,3,2,2022-12-10 18:31:28,2022-12-10 20:56:28,2022-12-30 17:38:28,15.543726,75.716267,"Two suspects on a blue Pulsar motorcycle targeted lone elderly female walkers near Gadag Layout, snatched gold chain from behind and fled.",21,Chain Snatching
17782,100010009202200015,202200015,2022-07-09,1906,9,1,2,2,8,1,7,2022-07-03 18:39:49,2022-07-03 21:38:49,2022-07-09 03:42:49,12.884274,77.663082,Complainant reported Commercial Robbery at Bangalore Urban Main Road on 03/07/2022. Statement recorded. Investigation initiated.,1,Commercial Robbery
17783,400160137202300006,202300006,2023-07-20,1281,137,4,2,1,4,1,9,2023-07-17 22:35:30,2023-07-18 00:06:30,2023-07-20 21:57:30,14.900771,75.045298,Complainant reported Simple Assault at Uttara Kannada Market on 17/07/2023. Statement recorded. Investigation initiated.,16,Simple Assault
17784,100160137202400028,202400028,2024-03-28,1529,137,1,1,2,7,3,10,2024-03-06 12:28:58,2024-03-06 13:41:58,2024-03-28 17:36:58,15.418765,74.421125,"Accused on two-wheeler approached victim near Uttara Kannada Market signal, grabbed gold chain and sped away towards south.",16,Chain Snatching
17785,100190146202400020,202400020,2024-09-19,1950,146,1,1,3,10,1,5,2024-09-02 20:26:04,2024-09-02 21:14:04,2024-09-19 04:02:04,13.900763,76.423687,FIR registered based on complaint. Accused identified. Further investigation in progress.,19,Eve Teasing
17786,100030043202200021,202200021,2022-10-07,406,43,1,2,4,13,3,9,2022-10-06 10:16:55,2022-10-06 11:14:55,2022-10-07 01:17:55,11.77607,76.801754,Complainant reported Cheating at Mysuru Bus Stand on 06/10/2022. Statement recorded. Investigation initiated.,3,Cheating
17787,100160135202300028,202300028,2023-10-09,691,135,1,2,4,14,2,7,2023-09-12 19:47:29,2023-09-12 21:23:29,2023-10-09 22:18:29,14.82197,74.778322,FIR registered based on complaint. Accused identified. Further investigation in progress.,16,Fraud
