CSID,CaseMasterID,csdate,cstype,PolicePersonID
6254,21372,2023-07-17,B,1319
6255,21375,2022-11-24,A,652
6256,21376,2022-11-26,A,467
6257,21380,2024-11-29,A,1024
6258,21383,2024-08-15,A,526
6259,21387,2023-06-07,C,93
6260,21397,2024-11-07,A,1205
6261,21399,2023-02-16,A,8
6262,21403,2024-03-27,C,1857
6263,21404,2023-09-30,A,620
6264,21407,2023-09-24,A,1193
6265,21408,2024-09-08,A,1100
6266,21409,2024-07-10,A,1352
6267,21411,2023-07-15,B,409
6268,21413,2024-03-02,A,705
6269,21414,2023-12-09,A,758
6270,21415,2024-09-16,A,475
6271,21421,2024-03-26,A,10
6272,21426,2022-11-05,A,79
6273,21429,2022-12-09,A,1358
6274,21430,2024-11-05,C,563
6275,21432,2022-09-23,A,1660
6276,21433,2023-08-19,A,1686
6277,21435,2022-08-25,A,777
6278,21436,2023-03-21,A,501
6279,21445,2023-10-12,C,1950
6280,21447,2022-07-16,C,1412
6281,21451,2022-12-11,C,568
6282,21458,2023-06-28,C,1568
6283,21459,2024-09-27,A,686
6284,21462,2024-04-28,C,94
6285,21464,2024-03-14,A,1569
6286,21465,2025-01-27,A,556
6287,21467,2022-12-21,A,1521
6288,21475,2022-12-07,B,1228
6289,21481,2023-03-11,B,455
6290,21484,2023-01-22,A,563
6291,21486,2023-02-03,C,1357
6292,21488,2024-12-08,C,1321
6293,21493,2023-02-23,A,1596
6294,21497,2024-03-16,A,1778
6295,21503,2025-03-23,A,1519
6296,21509,2024-07-23,A,1760
6297,21513,2025-02-24,A,879
6298,21516,2023-08-24,A,172
6299,21520,2023-06-20,A,606
6300,21521,2022-11-16,A,886
6301,21523,2023-10-10,A,608
6302,21524,2024-01-21,A,1622
6303,21529,2023-10-21,C,1202
6304,21535,2023-02-28,C,1635
6305,21536,2022-09-10,A,871
6306,21538,2023-12-01,C,1948
6307,21539,2022-09-18,A,597
6308,21540,2024-06-21,B,931
6309,21541,2022-08-02,A,705
6310,21542,2023-07-05,A,5
6311,21544,2024-10-25,A,1377
6312,21547,2025-05-05,A,212
6313,21549,2024-07-06,A,758
6314,21555,2023-09-14,A,416
6315,21556,2022-11-11,A,1543
6316,21565,2023-11-22,C,388
6317,21566,2023-05-01,B,1412
6318,21574,2023-03-02,C,1588
6319,21575,2023-07-24,A,320
6320,21577,2023-07-26,A,736
6321,21578,2022-08-31,C,1742
6322,21579,2023-07-06,A,323
6323,21580,2025-05-18,B,1148
6324,21586,2022-12-14,A,459
6325,21592,2022-11-06,A,659
6326,21594,2023-11-20,C,660
6327,21595,2024-01-11,C,1773
6328,21598,2025-03-25,A,963
6329,21605,2025-06-28,A,1751
6330,21609,2023-02-28,A,1776
6331,21612,2025-03-05,C,770
6332,21616,2024-11-02,C,1240
6333,21618,2023-06-30,A,1494
6334,21619,2024-07-15,A,942
6335,21621,2024-10-13,C,640
6336,21622,2023-06-20,A,1784
6337,21624,2022-07-31,A,8
6338,21626,2025-04-19,C,114
6339,21629,2023-11-23,C,1727
6340,21630,2025-04-30,A,151
6341,21632,2024-06-01,C,1091
6342,21634,2024-05-12,C,1625
6343,21635,2023-07-13,A,1721
6344,21640,2023-03-21,B,877
6345,21642,2023-11-22,A,1451
6346,21646,2024-01-30,C,1230
6347,21647,2022-12-13,B,1926
6348,21649,2023-12-14,A,1186
6349,21652,2025-01-15,A,325
6350,21653,2022-11-18,A,96
6351,21655,2023-04-04,A,1130
6352,21660,2024-01-13,A,374
6353,21661,2024-03-23,A,1008
6354,21662,2022-07-14,A,1206
6355,21663,2022-07-13,A,861
6356,21666,2025-03-14,A,1435
6357,21669,2023-03-21,B,3
6358,21670,2024-09-04,A,1171
6359,21672,2025-01-20,C,1172
6360,21673,2024-11-03,C,783
6361,21674,2023-09-01,A,1300
6362,21679,2022-09-27,A,1808
6363,21687,2024-04-29,B,1866
6364,21699,2023-10-09,A,1177
6365,21703,2023-11-26,B,1957
6366,21704,2025-02-06,A,649
6367,21705,2025-05-01,A,1930
6368,21706,2023-11-16,C,1434
6369,21707,2024-04-20,A,397
6370,21709,2022-10-19,A,1685
6371,21710,2025-03-31,C,218
6372,21711,2023-11-23,B,1719
6373,21722,2024-04-04,C,649
6374,21727,2023-03-13,A,504
6375,21730,2024-02-15,A,831
6376,21732,2025-02-09,A,758
6377,21734,2022-08-24,C,1749
6378,21736,2025-11-02,A,1190
6379,21748,2024-12-07,C,248
6380,21749,2023-05-16,A,1080
6381,21752,2025-01-23,C,1856
6382,21756,2024-03-07,A,1477
6383,21757,2023-09-20,A,837
6384,21761,2023-09-13,A,1236
6385,21762,2023-03-31,A,1684
6386,21763,2023-11-20,A,1903
6387,21767,2024-02-15,A,1179
6388,21773,2024-11-24,A,1296
6389,21776,2023-06-09,C,255
6390,21781,2023-11-27,A,1423
6391,21786,2025-01-18,B,1396
6392,21789,2022-11-28,A,997
6393,21792,2022-07-11,A,978
6394,21801,2024-02-05,A,1525
6395,21806,2023-09-02,C,720
6396,21807,2023-03-12,A,1490
6397,21810,2022-10-31,A,1142
6398,21816,2023-10-15,A,248
6399,21819,2025-01-31,A,1936
6400,21822,2023-02-20,A,1854
6401,21824,2025-02-15,C,1031
6402,21828,2023-08-31,B,709
6403,21830,2024-06-17,A,1539
6404,21835,2025-06-05,C,1557
6405,21837,2024-12-11,A,270
6406,21839,2023-06-10,A,1905
6407,21842,2024-01-21,A,796
6408,21844,2024-10-26,C,1216
6409,21845,2024-12-08,A,300
6410,21856,2022-11-29,A,392
6411,21857,2024-06-01,A,1919
6412,21860,2024-02-12,C,1029
6413,21862,2024-12-02,A,1139
6414,21871,2025-02-08,A,563
6415,21872,2023-05-21,A,1943
6416,21873,2023-02-03,C,212
6417,21875,2024-06-04,C,840
6418,21884,2023-01-23,A,1003
6419,21885,2024-05-31,A,1689
6420,21888,2023-11-24,B,50
6421,21893,2022-06-25,A,1987
6422,21895,2023-12-16,A,800
6423,21896,2023-08-02,C,933
6424,21906,2024-12-14,A,340
6425,21910,2025-03-11,A,1851
6426,21914,2024-12-01,A,190
6427,21916,2024-02-23,A,938
6428,21919,2024-12-18,A,479
6429,21920,2025-01-05,A,1605
6430,21924,2023-07-26,C,901
6431,21925,2025-01-28,A,859
6432,21929,2025-01-11,A,1230
6433,21933,2022-08-26,B,1075
6434,21934,2024-05-09,C,17
6435,21937,2023-05-05,A,1870
6436,21938,2024-08-05,C,476
6437,21941,2024-06-17,C,628
6438,21943,2022-10-29,A,595
6439,21946,2023-11-22,A,124
6440,21949,2024-01-31,A,1739
6441,21951,2022-07-18,C,200
6442,21952,2024-03-24,A,347
6443,21959,2024-05-21,C,1203
6444,21961,2022-07-20,A,1508
6445,21977,2023-06-05,A,777
6446,21978,2024-12-24,A,1690
6447,21980,2024-03-25,A,1325
6448,21985,2024-11-19,C,1754
6449,21987,2025-05-14,A,397
6450,21989,2025-05-06,C,1269
6451,21990,2025-03-16,A,1126
6452,21993,2024-05-04,A,955
6453,21997,2023-04-18,A,785
6454,21999,2024-05-25,A,510
6455,22000,2023-12-15,A,847
6456,22002,2023-07-10,B,1427
6457,22003,2025-02-28,A,1128
6458,22005,2023-10-04,A,880
6459,22007,2024-01-22,A,65
6460,22008,2024-02-19,A,1985
6461,22012,2022-09-21,A,1886
6462,22015,2023-08-18,A,1101
6463,22022,2023-07-06,A,1103
6464,22023,2023-11-14,C,474
6465,22026,2024-12-02,C,1702
6466,22028,2025-04-29,C,1469
6467,22033,2023-11-17,A,1309
6468,22035,2023-07-14,B,213
6469,22036,2023-12-30,A,1485
6470,22038,2024-05-05,A,1177
6471,22039,2023-03-17,A,1883
6472,22041,2023-09-25,A,1491
6473,22051,2023-04-22,A,1826
6474,22054,2024-07-26,A,1211
6475,22056,2024-11-18,A,1038
6476,22061,2023-12-19,A,1641
6477,22063,2024-12-15,B,81
6478,22065,2024-11-21,A,262
6479,22066,2025-04-19,A,289
6480,22067,2022-05-09,B,821
6481,22069,2023-03-08,A,1258
6482,22080,2024-06-27,C,831
6483,22081,2024-11-17,C,1007
6484,22086,2023-10-23,A,1169
6485,22089,2023-02-14,A,1871
6486,22090,2025-04-14,A,1468
6487,22095,2023-01-11,C,1337
6488,22096,2024-11-17,A,24
6489,22097,2022-04-27,C,745
6490,22098,2023-09-28,C,1767
6491,22100,2024-04-11,C,520
6492,22102,2024-12-29,A,873
6493,22110,2022-05-31,A,1530
6494,22111,2024-02-05,A,1355
6495,22114,2022-08-04,C,912
6496,22115,2024-03-05,A,87
6497,22116,2025-01-03,A,1583
6498,22117,2025-07-25,A,470
6499,22120,2024-01-24,C,182
6500,22121,2024-11-09,C,605
6501,22126,2023-07-16,A,1678
6502,22135,2023-06-24,A,697
6503,22143,2024-11-30,A,518
6504,22150,2024-04-05,C,1256
6505,22154,2025-02-16,C,1525
6506,22167,2024-01-21,C,1341
6507,22172,2024-05-11,A,1875
6508,22173,2022-07-27,A,1776
6509,22174,2022-10-10,C,1703
6510,22175,2024-08-18,A,180
6511,22177,2022-09-30,A,1973
6512,22183,2022-10-14,C,1157
6513,22195,2024-12-22,A,1791
6514,22197,2024-07-03,A,1973
6515,22199,2022-12-31,A,75
6516,22200,2025-08-24,A,1128
6517,22203,2022-11-04,A,38
6518,22205,2023-02-01,A,1854
6519,22206,2023-06-08,A,694
6520,22209,2025-03-14,A,1893
6521,22212,2023-05-22,A,724
6522,22218,2025-05-21,C,1751
6523,22222,2024-09-21,A,348
6524,22223,2024-04-28,C,302
6525,22227,2024-02-20,C,1902
6526,22228,2023-03-13,A,961
6527,22237,2023-11-16,A,1401
6528,22238,2023-09-30,A,265
6529,22239,2025-10-13,A,1434
6530,22242,2024-10-14,C,1954
6531,22243,2024-12-26,A,849
6532,22247,2024-07-06,A,906
6533,22249,2023-05-24,A,177
6534,22252,2025-01-25,A,380
6535,22255,2025-11-17,C,619
6536,22256,2022-12-20,A,757
6537,22258,2024-12-28,A,1061
6538,22265,2022-08-13,A,1910
6539,22266,2022-09-28,A,1699
6540,22268,2025-06-01,B,827
6541,22271,2022-09-01,A,1321
6542,22275,2022-04-16,A,1800
6543,22277,2023-10-02,B,1839
6544,22278,2024-01-24,A,1600
6545,22279,2023-02-28,A,1807
6546,22281,2022-09-28,C,1770
6547,22287,2024-03-24,B,1799
6548,22288,2024-03-13,A,1132
6549,22291,2025-02-13,A,706
6550,22292,2024-02-25,A,960
6551,22295,2025-02-08,C,1084
6552,22300,2023-03-29,A,1238
6553,22301,2024-10-31,A,98
6554,22303,2023-05-09,A,1561
6555,22305,2024-01-28,A,1762
6556,22307,2022-11-05,B,756
6557,22309,2024-07-18,A,470
6558,22311,2023-02-14,A,1598
6559,22312,2024-02-10,A,1904
6560,22315,2022-10-09,A,1103
6561,22317,2024-11-18,A,582
6562,22318,2024-03-10,B,271
6563,22319,2024-07-09,B,611
6564,22320,2023-02-22,B,1082
6565,22333,2023-03-24,A,1382
6566,22335,2024-06-10,B,1995
6567,22343,2024-05-31,C,713
6568,22344,2023-04-06,B,884
6569,22347,2025-06-14,A,943
6570,22348,2022-08-16,A,935
6571,22349,2025-02-19,B,470
6572,22352,2024-11-09,A,831
6573,22353,2022-05-25,A,1701
6574,22355,2024-01-29,B,986
6575,22357,2023-06-06,A,1832
6576,22359,2025-04-28,A,787
6577,22362,2024-09-08,A,1500
6578,22365,2022-06-21,A,376
6579,22371,2025-03-22,A,1082
6580,22380,2023-03-13,A,1681
6581,22390,2022-12-26,A,313
6582,22397,2023-08-10,A,1421
6583,22404,2023-11-30,A,1046
6584,22406,2023-05-29,A,1440
6585,22408,2025-03-02,A,270
6586,22409,2023-02-25,A,1387
6587,22411,2024-11-26,C,223
6588,22415,2024-04-30,A,1683
6589,22416,2023-03-13,B,637
6590,22418,2023-06-06,A,1068
6591,22420,2023-03-04,C,1933
6592,22422,2024-06-22,C,1299
6593,22423,2023-03-04,A,581
6594,22424,2024-11-05,A,515
6595,22427,2024-02-20,A,1040
6596,22429,2025-01-07,A,1218
6597,22432,2024-04-29,A,979
6598,22435,2022-11-12,A,1563
6599,22437,2022-06-27,A,1832
6600,22438,2024-10-09,A,814
6601,22443,2024-09-24,C,1788
6602,22449,2024-02-14,A,756
6603,22453,2023-06-11,A,1793
6604,22454,2022-07-09,A,1591
6605,22461,2023-05-02,C,705
6606,22468,2024-12-11,A,870
6607,22471,2022-03-25,A,1378
6608,22473,2024-01-01,A,1762
6609,22474,2024-03-30,A,652
6610,22475,2023-05-28,A,866
6611,22479,2024-01-09,A,665
6612,22480,2025-03-07,A,999
6613,22490,2024-02-08,C,310
6614,22494,2022-08-05,A,1469
6615,22497,2022-06-25,A,1688
6616,22503,2024-11-29,A,23
6617,22504,2025-05-08,C,1729
6618,22505,2023-07-04,A,1314
6619,22508,2025-02-07,C,528
6620,22512,2023-03-22,A,1482
6621,22519,2023-02-12,C,1190
6622,22520,2024-04-08,A,300
6623,22521,2024-12-01,A,879
6624,22526,2024-06-30,A,198
6625,22531,2025-06-09,C,454
6626,22532,2023-12-27,A,234
6627,22533,2022-10-13,A,1922
6628,22535,2022-10-13,A,1362
6629,22537,2025-04-03,A,196
6630,22540,2023-10-13,A,245
6631,22545,2025-02-21,C,989
6632,22552,2024-11-14,A,145
6633,22564,2025-04-23,A,1025
6634,22579,2023-12-04,A,454
6635,22581,2023-04-11,A,1090
6636,22583,2024-01-04,A,1400
6637,22584,2024-05-24,A,1493
6638,22585,2024-06-14,A,930
6639,22587,2025-04-18,A,263
6640,22591,2023-07-12,A,497
6641,22592,2025-07-21,A,1344
6642,22593,2022-08-01,A,1494
6643,22594,2022-07-01,A,1634
6644,22601,2022-12-25,C,966
6645,22602,2024-07-19,A,517
6646,22604,2022-12-12,A,649
6647,22605,2022-09-07,A,570
6648,22606,2024-11-27,A,830
6649,22611,2025-10-29,A,1756
6650,22612,2023-07-27,A,1471
6651,22614,2024-03-27,C,280
6652,22619,2022-08-29,A,1627
6653,22620,2023-11-15,A,1987
6654,22621,2024-12-24,A,1349
6655,22629,2023-09-25,A,1029
6656,22630,2022-06-14,A,1590
6657,22631,2025-02-27,B,369
6658,22633,2024-12-14,A,33
6659,22636,2024-12-01,A,1766
6660,22642,2023-03-30,A,230
6661,22645,2024-09-14,A,179
6662,22653,2024-07-26,A,359
6663,22654,2024-10-09,A,1827
6664,22657,2023-03-19,A,1538
6665,22665,2024-02-08,A,983
6666,22669,2025-07-19,A,610
6667,22674,2024-08-27,C,648
6668,22676,2022-05-28,B,164
6669,22677,2023-04-10,C,1995
6670,22681,2024-10-06,C,780
6671,22687,2023-07-08,A,1316
6672,22691,2025-01-10,A,859
6673,22692,2022-06-01,B,1473
6674,22693,2023-04-18,A,526
6675,22697,2023-03-19,A,1533
6676,22705,2024-04-12,C,99
6677,22706,2024-01-31,A,179
6678,22708,2023-04-21,A,1468
6679,22712,2022-09-13,C,134
6680,22722,2023-09-11,A,1029
6681,22723,2024-06-02,A,469
6682,22725,2022-11-13,A,1970
6683,22728,2022-08-24,A,1090
6684,22733,2024-08-21,A,290
6685,22736,2024-08-19,A,1319
6686,22743,2023-05-07,A,652
6687,22746,2023-06-20,A,1354
6688,22755,2023-02-27,C,572
6689,22757,2024-02-19,A,153
6690,22758,2024-08-24,A,25
6691,22762,2024-07-31,A,94
6692,22770,2023-09-16,A,1859
6693,22773,2024-07-23,C,1951
6694,22775,2022-12-26,A,633
6695,22776,2024-12-10,A,1569
6696,22777,2025-02-25,A,618
6697,22778,2024-06-29,A,1178
6698,22791,2024-01-21,A,1911
6699,22795,2023-09-23,A,821
6700,22800,2022-06-05,C,873
6701,22809,2024-02-22,B,229
6702,22810,2023-01-22,B,328
6703,22811,2025-01-23,A,1991
6704,22813,2024-03-16,A,1138
6705,22815,2022-12-30,C,1549
6706,22818,2024-06-11,B,1799
6707,22819,2023-12-28,A,843
6708,22824,2023-11-19,A,902
6709,22826,2023-07-05,A,351
6710,22828,2025-04-24,C,967
6711,22831,2023-10-04,A,478
6712,22833,2024-04-19,C,499
6713,22839,2023-02-13,A,1085
6714,22842,2023-04-28,A,639
6715,22843,2023-06-15,A,1247
6716,22847,2022-09-02,A,817
6717,22856,2022-11-26,C,497
6718,22860,2024-12-10,B,100
6719,22866,2023-11-29,A,20
6720,22867,2022-12-01,C,1775
6721,22872,2024-10-14,C,1957
6722,22876,2025-04-23,A,1348
6723,22878,2023-02-28,A,106
6724,22882,2023-06-03,A,1349
6725,22890,2022-09-06,C,1456
6726,22891,2024-06-30,A,977
6727,22898,2022-11-12,A,147
6728,22899,2022-05-26,A,510
6729,22900,2024-01-13,B,821
6730,22901,2023-05-12,A,557
6731,22902,2022-06-30,A,1226
6732,22903,2023-09-24,A,1938
6733,22912,2022-06-17,A,249
6734,22914,2022-12-19,A,265
6735,22916,2024-04-18,A,1146
6736,22918,2024-03-02,A,1087
6737,22923,2025-01-13,A,220
6738,22925,2024-09-20,A,580
6739,22926,2023-02-10,A,254
6740,22929,2024-06-03,A,1888
6741,22931,2025-02-02,A,1690
6742,22933,2025-12-17,B,712
6743,22935,2022-06-24,A,1677
6744,22945,2023-08-07,A,1734
6745,22946,2023-09-22,A,261
6746,22947,2024-11-25,A,1647
6747,22948,2024-01-04,A,209
6748,22955,2022-04-12,A,1296
6749,22958,2023-07-15,A,201
6750,22959,2022-10-25,A,1182
6751,22963,2025-04-01,A,1136
6752,22964,2025-08-05,A,315
6753,22965,2025-04-01,C,1013
6754,22970,2023-01-02,A,1681
6755,22972,2023-02-22,A,1055
6756,22976,2023-09-12,A,1870
6757,22978,2024-02-15,A,1190
6758,22986,2024-03-03,B,261
6759,22988,2023-07-07,B,314
6760,22990,2023-05-28,A,165
6761,22992,2025-02-14,A,1577
6762,23004,2023-09-29,B,112
6763,23008,2024-03-12,A,1936
6764,23012,2023-08-16,C,1620
6765,23013,2024-02-01,A,607
6766,23017,2025-01-03,A,1034
6767,23022,2024-01-25,A,795
6768,23023,2024-10-18,A,743
6769,23030,2024-10-31,A,383
6770,23034,2024-02-26,A,670
6771,23035,2023-11-30,C,963
6772,23036,2024-02-19,A,1773
6773,23039,2024-02-15,A,1942
6774,23042,2025-04-28,A,1645
6775,23045,2023-12-20,C,767
6776,23048,2023-07-30,A,227
6777,23052,2024-10-20,C,1127
6778,23053,2024-06-24,C,962
6779,23054,2023-07-19,A,454
6780,23056,2023-08-19,B,996
6781,23057,2025-07-12,A,1312
6782,23058,2023-08-11,A,1434
6783,23059,2024-02-15,A,1208
6784,23070,2023-08-19,A,1086
6785,23071,2024-08-25,A,467
6786,23072,2022-09-11,C,1805
6787,23073,2023-01-03,A,939
6788,23075,2024-07-17,C,1271
6789,23076,2023-02-04,A,1352
6790,23080,2024-03-03,B,214
6791,23082,2024-12-18,A,525
6792,23087,2024-04-12,A,745
6793,23089,2024-02-23,A,941
6794,23091,2023-03-06,A,339
6795,23092,2025-04-17,A,340
6796,23093,2023-10-07,A,978
6797,23097,2022-08-25,A,1665
6798,23099,2022-09-30,A,731
6799,23103,2023-05-11,A,1630
6800,23105,2022-12-09,A,62
6801,23107,2022-08-12,A,427
6802,23109,2022-12-03,A,237
6803,23114,2023-03-22,A,1367
6804,23118,2022-06-10,A,725
6805,23119,2024-03-30,A,54
6806,23122,2023-10-21,C,281
6807,23123,2023-10-14,C,732
6808,23140,2023-08-21,B,1859
6809,23142,2024-12-27,A,689
6810,23143,2024-12-04,C,720
6811,23145,2024-05-03,A,1219
6812,23147,2023-04-25,A,258
6813,23150,2023-07-30,C,367
6814,23160,2024-10-19,A,672
6815,23164,2024-04-18,C,679
6816,23165,2025-02-07,C,166
6817,23166,2022-11-15,A,1763
6818,23167,2022-12-08,C,612
6819,23171,2022-06-22,A,748
6820,23172,2023-12-22,A,1341
6821,23174,2022-05-05,A,1658
6822,23176,2023-08-29,C,1513
6823,23182,2024-10-09,C,1540
6824,23187,2023-01-12,A,1551
6825,23191,2023-12-27,C,1498
6826,23192,2023-11-08,A,870
6827,23193,2022-09-14,A,1478
6828,23196,2024-11-28,A,1624
6829,23205,2023-03-01,A,863
6830,23209,2023-02-03,A,855
6831,23210,2024-11-23,B,1817
6832,23212,2023-07-09,C,1685
6833,23214,2023-07-11,A,948
6834,23223,2025-03-20,A,1331
6835,23226,2023-12-27,A,1873
6836,23227,2024-07-28,A,652
6837,23229,2023-04-11,A,1319
6838,23235,2024-04-09,A,356
6839,23238,2023-04-06,A,681
6840,23240,2022-06-26,A,1751
6841,23242,2022-12-27,C,1114
6842,23247,2025-02-26,A,154
6843,23248,2024-01-29,A,1763
6844,23249,2025-06-21,B,894
6845,23250,2024-01-09,A,1527
6846,23257,2023-01-05,B,1450
6847,23258,2024-07-07,A,1277
6848,23259,2023-04-05,B,1849
6849,23261,2024-08-28,C,1872
6850,23266,2022-03-30,A,294
6851,23267,2024-03-22,A,1166
6852,23272,2025-05-02,C,853
6853,23274,2024-10-19,C,73
6854,23278,2025-05-04,A,152
6855,23279,2023-12-21,A,1858
6856,23280,2025-07-09,B,1731
6857,23282,2023-04-13,A,1784
6858,23286,2024-07-20,A,871
6859,23288,2023-01-23,B,833
6860,23289,2023-03-16,A,1789
6861,23299,2023-03-11,A,672
6862,23301,2025-02-17,A,1421
6863,23303,2024-07-27,A,546
6864,23306,2024-09-27,B,274
6865,23307,2024-07-13,A,787
6866,23310,2022-11-10,A,17
6867,23318,2025-09-06,A,1845
6868,23343,2023-08-26,A,1037
6869,23344,2025-01-12,A,574
6870,23348,2023-12-02,C,981
6871,23353,2024-09-22,A,420
6872,23362,2024-12-19,C,1962
6873,23366,2023-05-22,A,1737
6874,23368,2024-11-23,C,351
6875,23382,2023-07-16,A,859
6876,23386,2023-10-12,A,1340
6877,23387,2024-12-30,A,558
6878,23390,2023-10-04,A,135
6879,23394,2022-12-20,A,1247
6880,23400,2024-04-13,C,9
6881,23401,2022-11-15,A,212
6882,23402,2022-08-23,A,1038
6883,23407,2024-05-07,C,1442
6884,23410,2024-02-01,A,209
6885,23414,2022-08-29,A,1066
6886,23415,2024-05-22,A,199
6887,23417,2023-01-28,A,1272
6888,23418,2025-01-13,A,1473
6889,23420,2023-12-17,B,214
6890,23421,2024-03-25,A,290
6891,23422,2023-04-18,A,1971
6892,23424,2024-11-06,A,62
6893,23425,2023-11-06,C,1308
6894,23427,2024-12-01,B,1247
6895,23432,2023-09-08,A,92
6896,23444,2024-12-13,A,75
6897,23447,2023-12-08,A,1073
6898,23448,2023-02-17,B,480
6899,23462,2023-12-08,A,911
6900,23471,2022-11-23,B,1776
6901,23473,2023-07-20,A,1643
6902,23476,2024-04-24,A,1057
6903,23480,2025-03-31,A,931
6904,23481,2022-10-18,A,310
6905,23492,2025-04-15,C,1839
6906,23493,2023-04-25,B,1427
6907,23494,2023-09-10,A,1398
6908,23497,2024-01-13,B,761
6909,23502,2025-02-22,A,770
6910,23503,2023-06-11,A,1598
6911,23506,2025-01-05,C,270
6912,23507,2025-08-16,A,1458
6913,23511,2022-05-01,A,96
6914,23519,2025-03-18,A,166
6915,23526,2024-01-05,C,63
6916,23537,2023-04-24,A,1821
6917,23541,2024-05-07,A,231
6918,23547,2025-02-18,C,362
6919,23548,2022-06-24,A,1484
6920,23550,2025-03-16,C,423
6921,23556,2024-04-16,C,646
6922,23559,2023-03-22,A,1073
6923,23560,2024-12-06,A,586
6924,23565,2024-01-16,A,593
6925,23570,2025-08-05,B,300
6926,23575,2022-11-08,B,1576
6927,23576,2023-06-29,A,270
6928,23577,2025-06-29,A,112
6929,23578,2025-02-23,C,1788
6930,23579,2023-02-21,A,1316
6931,23580,2025-01-19,C,1918
6932,23581,2024-08-24,A,1514
6933,23594,2023-10-25,A,1722
6934,23598,2023-12-13,C,483
6935,23603,2022-10-08,B,1713
6936,23607,2025-06-30,B,1103
6937,23612,2025-01-05,A,1665
6938,23618,2022-07-29,A,1255
6939,23619,2025-03-05,A,1518
6940,23621,2024-10-02,A,932
6941,23623,2023-12-19,A,431
6942,23627,2025-04-02,A,1419
6943,23629,2023-08-28,C,1340
6944,23631,2023-04-09,A,337
6945,23632,2024-09-30,C,940
6946,23633,2025-04-24,A,1216
6947,23634,2023-03-05,C,314
6948,23635,2022-07-25,A,596
6949,23638,2023-05-28,A,234
6950,23644,2024-07-27,A,1713
6951,23645,2025-01-10,A,1689
6952,23649,2023-03-27,C,175
6953,23655,2024-09-09,C,52
6954,23656,2022-07-10,A,72
6955,23657,2023-02-25,A,357
6956,23662,2025-01-30,C,1020
6957,23673,2023-11-22,C,1617
6958,23675,2023-11-22,A,1950
6959,23678,2023-01-23,A,1805
6960,23680,2023-03-07,A,357
6961,23681,2024-06-15,C,1791
6962,23687,2025-02-19,A,1871
6963,23689,2024-10-03,A,864
6964,23690,2022-06-15,A,993
6965,23692,2023-09-16,A,969
6966,23695,2025-04-20,A,985
6967,23700,2023-10-12,C,1536
6968,23705,2024-02-12,B,1892
6969,23706,2022-08-14,A,1709
6970,23707,2024-07-23,C,319
6971,23708,2023-12-19,A,650
6972,23719,2022-07-02,C,1137
6973,23721,2025-02-16,A,1362
6974,23722,2024-01-10,A,1879
6975,23724,2022-10-25,A,311
6976,23727,2023-08-08,A,1186
6977,23728,2023-01-01,A,850
6978,23729,2023-08-20,A,978
6979,23731,2025-03-31,B,1418
6980,23732,2022-02-28,C,74
6981,23734,2023-05-27,C,468
6982,23739,2024-01-23,B,418
6983,23741,2024-03-21,A,1964
6984,23745,2023-09-23,A,1860
6985,23749,2022-11-02,A,1567
6986,23750,2024-06-22,A,656
6987,23751,2023-03-27,A,1798
6988,23752,2024-06-02,A,995
6989,23755,2023-09-12,A,31
6990,23757,2023-09-13,A,1633
6991,23758,2023-07-02,A,416
6992,23762,2023-10-03,A,1406
6993,23768,2024-03-01,B,1212
6994,23769,2024-10-31,A,906
6995,23770,2023-08-10,A,1097
6996,23771,2024-07-21,C,3
6997,23773,2023-09-04,A,1407
6998,23775,2024-03-18,A,1325
6999,23779,2024-08-04,A,883
7000,23780,2022-11-09,B,238
7001,23781,2025-06-22,B,1775
7002,23782,2024-06-11,A,1786
7003,23783,2024-10-30,A,390
7004,23786,2024-10-12,A,1969
7005,23790,2025-06-10,A,1260
7006,23794,2023-11-09,C,268
7007,23795,2022-07-31,A,1391
7008,23796,2024-08-31,C,1886
7009,23802,2022-09-30,A,1793
7010,23803,2024-03-08,A,1100
7011,23804,2022-09-20,A,913
7012,23805,2025-05-10,A,1903
7013,23806,2025-01-15,A,1260
7014,23811,2025-04-21,C,1670
7015,23813,2023-02-16,A,848
7016,23814,2023-09-17,A,1297
7017,23821,2023-12-11,B,849
7018,23822,2025-03-06,A,296
7019,23827,2025-02-23,A,1918
7020,23828,2023-01-18,A,1412
7021,23832,2024-06-03,A,1386
7022,23835,2024-05-05,C,545
7023,23840,2024-10-23,C,1792
7024,23841,2024-08-26,A,188
7025,23843,2022-10-14,B,370
7026,23844,2024-02-24,C,16
7027,23852,2025-01-07,A,1144
7028,23853,2024-07-15,A,1858
7029,23857,2022-12-29,B,420
7030,23859,2023-05-20,A,1208
7031,23863,2023-09-03,C,328
7032,23871,2023-07-04,C,692
7033,23872,2025-03-22,C,1334
7034,23873,2025-07-12,A,651
7035,23874,2024-10-24,C,222
7036,23876,2024-08-08,A,1167
7037,23878,2023-07-28,C,482
7038,23882,2023-08-13,C,1017
7039,23884,2025-02-13,A,537
7040,23886,2024-11-11,A,1229
7041,23887,2024-08-11,C,1093
7042,23889,2023-12-24,A,1621
7043,23892,2024-08-24,A,1568
7044,23894,2025-07-31,A,1983
7045,23909,2023-11-23,A,831
7046,23910,2023-03-08,B,723
7047,23911,2023-01-05,A,1843
7048,23913,2022-12-06,A,1615
7049,23920,2022-08-16,A,351
7050,23922,2023-08-21,A,335
7051,23931,2023-06-27,C,859
