ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
20613,31261,2,2024-02-18,1,1,14,640,8,50041,1,0
20614,31262,1,2024-02-26,1,4,58,720,1,50042,1,0
20615,31263,1,2022-07-17,1,26,169,1140,4,50044,1,0
20616,31266,1,2022-05-23,1,30,181,1109,8,50049,1,0
20617,31266,2,2022-04-30,1,30,181,1109,8,50050,1,0
20618,31268,1,2023-10-23,1,10,102,387,2,50052,1,0
20619,31269,2,2024-05-08,1,22,156,1394,2,50054,1,0
20620,31272,1,2022-07-21,1,6,79,328,2,50059,1,0
20621,31276,1,2023-05-19,1,1,9,1538,1,50063,1,0
20622,31278,1,2023-09-16,1,15,130,17,8,50065,1,0
20623,31279,1,2024-06-23,1,24,162,1265,9,50066,1,0
20624,31279,2,2024-04-27,1,24,162,1265,9,50067,1,0
20625,31281,1,2024-01-17,1,23,160,424,6,50069,1,0
20626,31284,1,2023-06-25,1,10,104,560,9,50075,1,0
20627,31285,1,2024-07-09,1,4,55,1234,8,50078,1,0
20628,31288,2,2023-07-28,1,21,154,1057,8,50085,1,0
20629,31292,1,2023-12-05,1,7,82,303,6,50092,1,0
20630,31293,1,2023-08-19,1,12,118,1492,10,50093,1,0
20631,31294,1,2022-05-16,1,8,91,1129,9,50094,1,0
20632,31295,1,2022-01-15,1,1,19,214,5,50095,1,1
20633,31297,1,2022-08-31,1,3,41,62,3,50097,1,0
20634,31298,1,2024-10-17,1,2,36,1838,6,50098,1,0
20635,31299,1,2023-03-19,1,11,108,184,6,50099,1,0
20636,31300,1,2024-09-22,1,17,139,495,9,50101,1,0
20637,31301,1,2022-04-15,1,1,26,1717,6,50104,1,0
20638,31303,2,2024-11-08,1,5,70,1687,4,50108,1,0
20639,31304,1,2023-08-12,1,18,142,611,9,50109,1,0
20640,31305,1,2022-05-18,1,1,26,318,9,50110,1,0
20641,31306,1,2024-02-15,1,6,78,801,5,50111,1,0
20642,31307,1,2023-09-23,1,31,182,362,7,50112,1,0
20643,31309,1,2022-09-13,1,30,180,147,4,50117,1,0
20644,31312,1,2022-10-14,1,29,177,1031,9,50122,1,0
20645,31313,1,2024-06-03,1,31,183,948,2,50123,1,0
20646,31318,2,2023-01-19,1,4,61,212,1,50128,1,0
20647,31319,2,2024-06-13,1,29,178,1621,3,50132,1,0
20648,31322,1,2024-08-22,1,9,100,907,6,50136,1,0
20649,31322,1,2024-09-06,1,9,100,907,6,50137,1,0
20650,31325,1,2023-06-07,1,27,172,1774,5,50141,1,0
20651,31325,2,2023-06-20,1,27,172,1774,5,50142,1,0
20652,31329,1,2023-09-23,1,21,152,348,9,50148,1,0
20653,31330,1,2023-01-01,1,27,171,1162,4,50149,1,0
20654,31331,2,2022-03-29,1,1,11,1630,7,50150,1,0
20655,31332,1,2024-02-10,1,2,39,417,9,50153,1,0
20656,31334,1,2022-12-08,1,2,35,379,7,50156,1,0
20657,31334,1,2023-01-05,1,2,35,379,7,50157,1,0
20658,31337,1,2024-11-01,1,1,18,405,1,50164,1,0
20659,31338,1,2023-07-27,1,10,106,1250,8,50165,1,0
20660,31339,1,2024-03-11,1,11,111,1880,5,50166,1,0
20661,31340,1,2024-09-29,1,2,34,1714,2,50167,1,0
20662,31341,1,2023-01-12,1,29,176,1812,9,50168,1,0
20663,31343,1,2023-01-22,1,2,39,1392,1,50175,1,0
20664,31344,2,2022-04-27,1,19,144,1174,8,50176,1,0
20665,31345,1,2024-08-06,1,4,52,248,6,50177,1,0
20666,31346,1,2023-10-09,1,10,106,596,5,50178,1,0
20667,31348,1,2022-12-30,1,22,155,1698,3,50180,1,1
20668,31349,1,2024-07-18,1,12,115,1778,7,50184,1,0
20669,31350,2,2023-02-03,1,22,157,233,4,50186,1,0
20670,31352,1,2025-02-09,1,1,1,749,2,50189,1,0
20671,31355,1,2024-11-08,1,2,37,1609,10,50195,1,0
20672,31358,1,2024-01-20,1,3,43,406,9,50198,1,0
20673,31359,1,2023-11-25,1,18,143,551,9,50199,1,0
20674,31360,1,2024-08-16,1,22,157,484,7,50201,1,0
20675,31361,2,2024-01-23,1,20,148,1980,8,50202,1,0
20676,31363,1,2022-10-03,1,16,135,1553,6,50204,1,0
20677,31364,2,2023-12-08,1,27,171,159,4,50205,1,0
20678,31366,1,2023-03-19,1,3,51,1737,10,50207,1,0
20679,31368,1,2025-03-14,1,31,183,1886,5,50210,1,0
20680,31370,2,2022-09-08,1,3,45,1071,8,50213,1,0
20681,31371,1,2022-05-17,1,28,175,1951,10,50214,1,0
20682,31373,2,2024-12-24,1,24,163,101,1,50219,1,0
20683,31377,2,2024-12-15,1,9,100,907,9,50226,1,0
20684,31377,2,2024-12-30,1,9,100,907,9,50227,1,0
20685,31379,1,2023-12-17,1,12,116,1814,5,50230,1,0
20686,31380,2,2024-05-21,1,5,70,470,5,50231,1,0
20687,31381,1,2025-01-07,1,13,124,722,5,50233,1,0
20688,31382,2,2022-07-26,1,4,56,1178,10,50234,1,0
20689,31386,1,2022-12-22,1,27,172,658,7,50238,1,1
20690,31389,2,2024-03-14,1,1,29,465,6,50241,1,0
20691,31390,1,2023-09-26,1,2,39,417,1,50243,1,0
20692,31391,1,2022-12-04,1,15,134,1089,8,50246,1,0
20693,31392,1,2025-03-06,1,1,19,617,8,50248,1,0
20694,31393,1,2023-08-24,1,16,137,20,10,50249,1,0
20695,31395,1,2023-03-15,1,31,184,1735,1,50251,1,0
20696,31396,2,2025-01-12,1,11,112,1482,5,50253,1,0
20697,31397,1,2022-08-12,1,13,124,541,1,50254,1,0
20698,31399,1,2023-03-31,1,14,128,574,3,50256,1,0
20699,31399,1,2023-03-22,1,14,128,574,3,50257,1,0
20700,31403,2,2023-07-02,1,27,170,1199,1,50263,1,0
20701,31407,1,2022-06-14,1,12,117,947,5,50267,1,0
20702,31408,1,2024-03-31,1,8,89,1465,10,50268,1,0
20703,31408,1,2024-01-12,1,8,89,1465,10,50269,1,0
20704,31409,1,2023-01-13,1,1,31,868,3,50271,1,0
20705,31411,1,2024-11-07,1,27,172,867,2,50274,1,0
20706,31412,1,2024-02-03,1,31,184,746,4,50278,1,0
20707,31414,1,2023-11-26,1,28,173,1854,6,50280,1,0
20708,31416,1,2022-08-22,1,28,173,1999,2,50285,1,0
20709,31417,1,2023-11-15,1,14,128,226,5,50287,1,0
20710,31418,1,2022-04-06,1,31,183,420,5,50288,1,0
20711,31419,1,2025-01-14,1,27,170,503,4,50289,1,0
20712,31420,1,2023-01-31,1,15,130,1387,6,50292,1,0
20713,31421,1,2024-07-06,1,20,147,1670,9,50294,1,1
20714,31422,1,2022-05-06,1,6,76,53,10,50295,1,0
20715,31423,1,2023-09-20,1,1,9,1985,5,50296,1,0
20716,31425,1,2024-09-12,1,1,8,1344,3,50301,1,0
20717,31427,1,2022-04-25,1,12,118,1656,9,50303,1,0
20718,31428,2,2025-01-04,1,1,15,271,8,50304,1,0
20719,31429,2,2022-10-15,1,27,170,1199,9,50306,1,0
20720,31429,1,2022-12-02,1,27,170,1199,9,50307,1,0
20721,31430,1,2024-01-17,1,1,16,1740,7,50308,1,0
20722,31433,1,2023-06-28,1,26,168,1083,4,50313,1,0
20723,31437,1,2022-10-23,1,3,40,135,1,50321,1,0
20724,31438,1,2024-01-26,1,15,132,1002,3,50322,1,0
20725,31440,2,2024-11-02,1,21,152,707,8,50325,1,0
20726,31441,1,2022-08-02,1,25,164,582,6,50327,1,0
20727,31442,1,2022-06-29,1,24,161,422,1,50328,1,0
20728,31444,1,2022-12-15,1,5,70,470,6,50331,1,0
20729,31445,1,2022-12-28,1,12,119,1252,6,50333,1,0
20730,31446,1,2024-05-03,1,6,78,829,8,50335,1,0
20731,31447,1,2023-10-16,1,5,65,1270,10,50336,1,0
20732,31447,1,2023-12-26,1,5,65,1270,10,50337,1,0
20733,31448,1,2022-12-02,1,3,51,1420,10,50339,1,0
20734,31449,1,2022-12-24,1,11,109,950,3,50340,1,0
20735,31450,1,2025-01-16,1,1,18,1827,3,50343,1,0
20736,31451,1,2025-02-26,1,19,146,357,7,50347,1,0
20737,31452,1,2023-03-19,1,24,163,1723,9,50348,1,0
20738,31454,1,2024-12-28,1,3,45,1839,5,50352,1,0
20739,31456,1,2023-02-05,1,10,107,618,3,50355,1,0
20740,31457,1,2023-01-03,1,26,168,1534,6,50356,1,0
20741,31459,2,2025-01-11,1,26,168,38,4,50358,1,0
20742,31461,1,2023-10-17,1,13,124,1072,8,50360,1,0
20743,31462,2,2023-01-18,1,31,182,1913,10,50361,1,0
20744,31464,1,2023-10-12,1,7,85,102,3,50363,1,0
20745,31465,1,2022-08-10,1,5,63,372,6,50365,1,0
20746,31468,2,2023-05-09,1,17,138,832,7,50369,1,0
20747,31469,1,2023-11-02,1,21,153,710,1,50371,1,0
20748,31470,2,2024-09-13,1,1,24,1990,7,50372,1,0
20749,31472,1,2022-12-28,1,21,153,710,10,50374,1,0
20750,31473,1,2023-12-13,1,9,99,14,10,50375,1,0
20751,31473,2,2024-01-27,1,9,99,14,10,50376,1,0
20752,31475,2,2023-03-27,1,16,135,399,2,50379,1,0
20753,31476,1,2023-09-17,1,21,152,715,4,50380,1,0
20754,31477,1,2022-05-17,1,1,22,1832,8,50381,1,0
20755,31479,1,2023-01-28,1,8,89,1315,6,50383,1,0
20756,31479,1,2023-01-18,1,8,89,1315,6,50384,1,0
20757,31484,1,2024-05-25,1,3,44,704,8,50393,1,1
20758,31484,1,2024-06-05,1,3,44,704,8,50394,1,0
20759,31485,1,2024-12-26,1,28,174,340,5,50395,1,0
20760,31486,1,2023-03-15,1,10,106,862,6,50397,1,0
20761,31487,1,2023-09-14,1,17,140,942,9,50400,1,0
20762,31487,1,2023-12-01,1,17,140,942,9,50401,1,0
20763,31488,2,2024-07-20,1,2,39,756,9,50402,1,1
20764,31489,1,2023-12-09,1,4,55,1925,3,50403,1,0
20765,31491,1,2025-01-03,1,1,3,1900,7,50405,1,0
20766,31491,1,2024-12-06,1,1,3,1900,7,50406,1,0
20767,31492,1,2024-06-06,1,15,131,1391,3,50407,1,0
20768,31493,1,2023-12-28,1,7,83,1767,4,50408,1,0
20769,31494,2,2023-09-28,1,1,4,367,4,50410,1,1
20770,31494,1,2023-10-06,1,1,4,367,4,50411,1,0
20771,31495,1,2023-11-29,1,1,30,134,8,50413,1,0
20772,31496,1,2025-01-07,1,1,15,1869,5,50414,1,0
20773,31497,1,2023-06-17,1,19,144,245,10,50416,1,0
20774,31498,1,2024-10-10,1,28,174,440,4,50420,1,0
20775,31499,2,2024-05-13,1,26,167,705,1,50423,1,0
20776,31500,1,2024-12-22,1,6,77,1560,7,50424,1,0
20777,31502,1,2022-01-29,1,5,65,1624,6,50427,1,0
20778,31503,1,2024-03-12,1,12,119,1531,5,50430,1,0
20779,31505,1,2024-05-01,1,12,115,1771,10,50433,1,0
20780,31507,2,2022-12-10,1,12,119,818,1,50435,1,0
20781,31509,2,2025-01-17,1,1,26,1590,9,50440,1,0
20782,31510,1,2022-06-27,1,15,130,377,8,50441,1,0
20783,31511,1,2024-01-18,1,23,158,1451,5,50442,1,0
20784,31512,1,2023-12-07,1,14,129,831,7,50445,1,0
20785,31513,1,2024-02-25,1,4,61,212,10,50446,1,0
20786,31514,1,2024-02-13,1,29,176,909,6,50447,1,0
20787,31515,1,2024-06-28,1,2,36,180,3,50448,1,0
20788,31516,1,2023-09-26,1,21,152,1919,8,50449,1,0
20789,31517,1,2022-08-05,1,5,64,225,8,50450,1,0
20790,31520,1,2023-02-17,1,27,171,1961,6,50454,1,0
20791,31521,2,2022-09-04,1,5,62,281,9,50455,1,0
20792,31523,1,2022-06-28,1,5,69,1483,2,50458,1,0
20793,31524,1,2022-03-01,1,3,44,1720,2,50461,1,0
20794,31525,1,2024-08-19,1,13,121,1168,9,50464,1,0
20795,31526,1,2023-09-25,1,25,165,879,9,50465,1,0
20796,31527,1,2024-09-06,1,3,43,476,8,50466,1,0
20797,31528,1,2024-08-26,1,8,90,673,1,50467,1,0
20798,31529,1,2024-08-03,1,8,90,1360,3,50468,1,0
20799,31532,1,2023-09-27,1,30,180,1808,3,50474,1,0
20800,31533,1,2023-09-27,1,10,107,929,5,50475,1,0
20801,31533,1,2023-09-19,1,10,107,929,5,50476,1,0
20802,31535,1,2024-10-17,1,4,58,1650,9,50480,1,0
20803,31537,1,2023-01-03,1,2,39,1316,6,50483,1,0
20804,31539,1,2024-11-01,1,13,120,79,8,50486,1,0
20805,31540,1,2023-07-19,1,3,41,1862,1,50487,1,0
20806,31541,1,2022-06-09,1,2,36,247,10,50490,1,0
20807,31543,1,2024-01-08,1,1,1,1607,1,50493,1,0
20808,31544,2,2022-11-08,1,5,63,1369,10,50494,1,0
20809,31546,1,2024-03-25,1,7,84,1573,2,50496,1,0
20810,31547,1,2023-08-09,1,10,101,1918,6,50498,1,0
20811,31549,1,2024-11-16,1,25,166,1702,6,50503,1,0
20812,31550,1,2022-08-23,1,27,172,1602,3,50504,1,0
20813,31551,1,2024-04-02,1,14,129,664,8,50505,1,0
20814,31552,1,2024-07-30,1,8,93,346,5,50506,1,0
20815,31553,1,2022-06-25,1,1,6,920,3,50507,1,0
20816,31554,1,2023-03-16,1,3,42,1574,2,50508,1,0
20817,31558,1,2024-04-14,1,9,98,237,7,50513,1,0
20818,31559,1,2023-09-09,1,24,161,1324,8,50514,1,0
20819,31562,1,2023-04-24,1,8,92,1091,6,50518,1,0
20820,31563,1,2024-09-20,1,18,142,611,6,50519,1,0
20821,31567,2,2024-01-24,1,12,118,621,3,50523,1,0
20822,31570,1,2023-06-27,1,10,103,1706,4,50527,1,0
20823,31570,1,2023-06-24,1,10,103,1706,4,50528,1,0
20824,31571,2,2023-10-04,1,26,167,351,1,50529,1,0
20825,31572,1,2023-12-30,1,1,19,214,7,50530,1,0
20826,31573,1,2024-07-02,1,21,154,1659,7,50531,1,0
20827,31576,2,2023-09-26,1,28,174,205,10,50538,1,0
20828,31576,1,2023-10-05,1,28,174,205,10,50539,1,0
20829,31580,1,2024-03-02,1,8,88,1729,7,50546,1,0
20830,31582,1,2024-09-13,1,1,27,455,3,50549,1,1
20831,31583,1,2024-04-19,1,2,34,1014,10,50550,1,0
20832,31584,1,2023-04-09,1,11,108,1762,3,50553,1,0
20833,31584,1,2023-04-16,1,11,108,1762,3,50554,1,0
20834,31585,1,2022-05-28,1,26,169,1253,4,50555,1,0
20835,31585,1,2022-05-27,1,26,169,1253,4,50556,1,0
20836,31586,2,2022-10-06,1,6,79,447,10,50557,1,0
20837,31587,1,2023-01-18,1,4,61,212,4,50558,1,0
20838,31588,1,2024-08-22,1,19,145,1075,9,50559,1,0
20839,31589,1,2023-10-16,1,2,38,803,1,50560,1,0
20840,31590,1,2023-03-09,1,10,107,929,9,50561,1,0
20841,31592,1,2022-12-21,1,8,87,1674,5,50566,1,0
20842,31593,1,2022-11-11,1,16,137,1529,10,50567,1,0
20843,31595,1,2023-05-15,1,7,85,1554,3,50571,1,0
20844,31596,1,2023-12-16,1,1,18,1453,10,50572,1,0
20845,31596,1,2023-12-03,1,1,18,1453,10,50573,1,0
20846,31597,2,2022-03-25,1,11,112,908,6,50575,1,0
20847,31600,2,2024-03-30,1,28,175,1817,9,50578,1,0
20848,31602,2,2024-02-25,1,1,31,817,9,50580,1,0
20849,31603,1,2023-08-16,1,2,37,1609,4,50581,1,0
20850,31604,1,2022-09-13,1,1,27,1194,6,50582,1,0
20851,31605,1,2025-01-03,1,20,151,1364,3,50585,1,0
20852,31606,1,2024-09-10,1,23,158,352,9,50587,1,0
20853,31606,1,2024-09-23,1,23,158,352,9,50588,1,0
20854,31609,1,2023-03-11,1,1,11,1314,6,50594,1,0
20855,31610,1,2024-05-12,1,27,172,658,1,50595,1,0
20856,31611,2,2024-08-04,1,12,119,767,4,50596,1,0
20857,31612,2,2024-02-19,1,7,84,442,4,50597,1,0
20858,31613,1,2024-10-17,1,10,105,431,7,50598,1,0
20859,31615,1,2023-06-30,1,5,64,302,3,50603,1,0
20860,31617,1,2022-06-15,1,30,180,147,8,50607,1,0
20861,31618,1,2025-01-06,1,1,3,1503,7,50609,1,0
20862,31618,1,2025-01-02,1,1,3,1503,7,50610,1,0
20863,31619,1,2024-04-26,1,24,163,1561,5,50611,1,0
20864,31623,2,2022-07-27,1,31,184,253,7,50617,1,0
20865,31624,1,2023-08-24,1,11,111,161,1,50618,1,0
20866,31625,1,2023-04-29,1,10,105,1427,7,50620,1,0
20867,31626,1,2024-07-13,1,10,104,1947,9,50621,1,0
20868,31626,1,2024-05-11,1,10,104,1947,9,50622,1,0
20869,31628,1,2024-12-23,1,31,183,420,6,50626,1,0
20870,31629,1,2024-12-28,1,30,179,1813,9,50627,1,0
20871,31631,1,2023-10-29,1,8,87,1673,8,50629,1,0
20872,31632,1,2023-08-09,1,5,66,1078,4,50630,1,0
20873,31636,1,2022-11-04,1,1,23,1796,7,50638,1,0
20874,31637,2,2023-01-02,1,24,161,1043,10,50639,1,0
20875,31637,1,2022-11-22,1,24,161,1043,10,50640,1,0
20876,31638,1,2022-03-30,1,8,87,1674,4,50643,1,0
20877,31640,1,2023-06-05,1,10,103,315,2,50646,1,0
20878,31641,1,2022-09-23,1,5,65,1270,5,50649,1,0
20879,31644,1,2023-01-23,1,1,26,1879,9,50653,1,0
20880,31645,1,2025-03-03,1,29,178,1621,1,50654,1,0
20881,31646,1,2024-08-16,1,25,164,1471,3,50655,1,0
20882,31646,2,2024-07-14,1,25,164,1471,3,50656,1,0
20883,31647,2,2024-01-31,1,20,150,66,1,50658,1,0
20884,31647,1,2023-12-05,1,20,150,66,1,50659,1,0
20885,31648,1,2022-05-26,1,1,12,1218,3,50660,1,0
20886,31648,2,2022-05-28,1,1,12,1218,3,50661,1,0
20887,31649,1,2022-04-30,1,26,168,168,4,50662,1,0
20888,31651,1,2022-04-04,1,10,101,69,10,50664,1,0
20889,31653,1,2024-03-31,1,31,184,1735,2,50668,1,0
20890,31654,1,2022-07-17,1,21,152,348,7,50669,1,0
20891,31655,1,2022-10-19,1,19,144,42,1,50672,1,0
20892,31657,1,2023-05-27,1,8,89,1614,10,50674,1,0
20893,31658,2,2022-06-05,1,26,168,1534,4,50677,1,0
20894,31659,1,2024-10-15,1,15,131,667,9,50678,1,0
20895,31660,1,2024-12-31,1,20,151,92,1,50679,1,0
20896,31661,1,2025-02-11,1,7,82,654,1,50680,1,0
20897,31662,1,2022-04-20,1,5,62,613,7,50683,1,0
20898,31663,1,2023-04-01,1,12,116,224,2,50684,1,0
20899,31666,1,2023-10-29,1,7,85,1893,2,50692,1,0
20900,31667,1,2024-06-18,1,10,105,1404,1,50693,1,0
20901,31668,1,2022-05-09,1,15,130,2,9,50694,1,0
20902,31669,2,2022-07-23,1,19,144,1174,2,50695,1,0
20903,31671,1,2022-01-24,1,15,130,1045,9,50697,1,0
20904,31672,1,2024-05-07,1,1,23,1796,3,50698,1,0
20905,31673,2,2022-09-08,1,1,31,1149,3,50699,1,0
20906,31674,2,2024-01-17,1,4,60,376,10,50700,1,0
20907,31675,1,2022-01-16,1,17,138,1267,5,50701,1,0
20908,31677,1,2025-03-05,1,24,161,1191,6,50704,1,0
20909,31680,1,2022-10-04,1,4,52,855,4,50711,1,0
20910,31681,1,2023-09-18,1,3,41,366,8,50712,1,0
20911,31682,1,2022-08-10,1,20,148,712,8,50713,1,0
20912,31686,1,2023-04-20,1,2,38,1959,6,50723,1,0
20913,31687,1,2022-05-12,1,19,144,1991,1,50724,1,0
20914,31688,1,2023-07-30,1,4,61,730,7,50725,1,0
20915,31690,2,2022-03-15,1,5,69,428,10,50728,1,0
20916,31691,1,2022-12-27,1,31,184,1622,1,50732,1,0
20917,31692,2,2024-11-03,1,13,124,722,8,50734,1,0
20918,31694,2,2023-04-13,1,6,73,1035,3,50736,1,0
20919,31696,2,2024-02-09,1,2,33,267,9,50740,1,0
20920,31697,1,2022-10-11,1,15,133,370,5,50741,1,0
20921,31700,1,2023-11-06,1,6,77,241,6,50744,1,0
20922,31701,1,2024-11-05,1,1,13,698,9,50745,1,0
20923,31702,1,2024-06-28,1,10,101,1113,10,50746,1,0
20924,31703,1,2024-10-30,1,27,171,1088,10,50749,1,0
20925,31704,1,2022-06-01,1,23,158,702,1,50750,1,0
20926,31705,1,2022-05-07,1,10,106,120,3,50752,1,1
20927,31707,2,2024-06-01,1,13,122,1486,9,50755,1,0
20928,31708,1,2022-03-17,1,2,34,824,4,50756,1,0
20929,31713,1,2023-06-22,1,4,53,1066,2,50763,1,0
20930,31713,1,2023-06-29,1,4,53,1066,2,50764,1,0
20931,31714,1,2024-09-21,1,1,2,936,1,50767,1,0
20932,31715,2,2022-03-18,1,18,142,1269,4,50768,1,0
20933,31716,1,2024-06-13,1,16,136,1987,8,50770,1,0
20934,31717,1,2024-06-09,1,5,68,531,10,50772,1,0
20935,31718,1,2022-08-26,1,13,124,1440,1,50773,1,0
20936,31718,1,2022-08-05,1,13,124,1440,1,50774,1,0
20937,31719,1,2023-01-20,1,1,6,1487,4,50775,1,0
20938,31723,1,2024-10-28,1,7,81,990,8,50782,1,0
20939,31724,1,2024-10-25,1,29,176,1809,3,50785,1,0
20940,31726,1,2024-11-20,1,10,103,10,4,50788,1,1
20941,31727,1,2023-08-25,1,5,64,880,2,50791,1,0
20942,31730,1,2024-09-07,1,29,176,491,7,50796,1,0
20943,31731,1,2023-08-27,1,1,25,629,1,50797,1,0
20944,31733,1,2024-05-16,1,3,44,166,10,50799,1,0
20945,31735,1,2022-09-16,1,1,3,738,3,50802,1,0
20946,31735,1,2022-09-12,1,1,3,738,3,50803,1,0
20947,31736,1,2022-10-08,1,23,159,164,2,50804,1,1
20948,31737,1,2024-11-18,1,23,159,1807,5,50805,1,0
20949,31740,2,2024-05-03,1,12,119,524,2,50811,1,0
20950,31741,1,2023-10-16,1,27,170,899,6,50812,1,0
20951,31742,1,2024-02-23,1,1,7,1545,9,50814,1,0
20952,31743,1,2024-10-02,1,5,69,924,5,50816,1,0
20953,31745,2,2022-09-28,1,5,62,73,5,50819,1,0
20954,31748,2,2023-11-05,1,20,149,1910,4,50823,1,0
20955,31749,1,2024-01-14,1,25,166,1901,5,50825,1,0
20956,31751,1,2025-03-08,1,7,80,1067,9,50827,1,0
20957,31754,1,2023-02-01,1,9,95,136,5,50832,1,0
20958,31754,1,2022-12-11,1,9,95,136,5,50833,1,0
20959,31755,1,2022-03-21,1,21,152,348,3,50834,1,0
20960,31757,1,2022-03-01,1,13,122,1964,4,50837,1,0
20961,31757,1,2022-03-04,1,13,122,1964,4,50838,1,0
20962,31760,1,2023-05-20,1,3,44,1048,3,50841,1,0
20963,31762,1,2022-09-16,1,12,115,581,2,50844,1,0
20964,31762,1,2022-11-04,1,12,115,581,2,50845,1,0
20965,31764,1,2022-05-01,1,4,59,1643,1,50847,1,0
20966,31765,1,2023-04-29,1,27,172,867,7,50850,1,0
20967,31767,1,2023-10-08,1,22,157,1651,2,50852,1,0
20968,31769,1,2024-08-13,1,1,21,1447,10,50855,1,0
20969,31769,1,2024-07-18,1,1,21,1447,10,50856,1,0
20970,31770,1,2024-09-04,1,16,135,1175,2,50857,1,0
20971,31772,1,2023-08-02,1,22,156,959,7,50859,1,0
20972,31774,2,2024-11-03,1,4,53,1064,9,50864,1,0
20973,31775,1,2022-08-24,1,25,166,1840,10,50865,1,0
20974,31781,1,2023-01-31,1,28,175,344,5,50876,1,0
20975,31784,1,2024-02-09,1,6,75,338,10,50880,1,0
20976,31785,1,2022-06-08,1,30,179,1210,1,50881,1,0
20977,31788,1,2022-05-24,1,15,132,382,7,50884,1,0
20978,31791,1,2022-05-12,1,17,139,545,3,50888,1,0
20979,31791,1,2022-05-21,1,17,139,545,3,50889,1,0
20980,31792,1,2022-08-10,1,3,41,1862,8,50891,1,0
20981,31794,1,2022-08-20,1,14,128,1522,10,50896,1,0
20982,31795,1,2022-08-15,1,15,132,254,10,50900,1,0
20983,31796,1,2023-04-03,1,18,143,383,1,50901,1,0
20984,31796,1,2023-03-29,1,18,143,383,1,50902,1,0
20985,31797,1,2024-07-26,1,8,93,874,4,50904,1,0
20986,31798,2,2022-07-19,1,11,114,1428,4,50906,1,0
20987,31801,1,2022-07-24,1,6,72,1633,2,50912,1,0
20988,31802,1,2023-02-24,1,1,14,604,10,50914,1,0
20989,31802,1,2023-03-21,1,1,14,604,10,50915,1,0
20990,31804,2,2023-04-07,1,25,164,1382,6,50917,1,0
20991,31804,1,2023-05-04,1,25,164,1382,6,50918,1,0
20992,31806,2,2022-02-25,1,22,157,233,10,50920,1,0
20993,31809,1,2024-06-06,1,19,144,504,9,50924,1,0
20994,31810,1,2023-04-28,1,18,141,1135,8,50925,1,0
20995,31811,1,2023-06-27,1,9,95,136,1,50927,1,0
20996,31813,1,2022-06-19,1,5,67,1993,10,50929,1,0
20997,31814,1,2022-12-08,1,1,8,1274,8,50931,1,0
20998,31815,1,2023-09-13,1,8,93,816,3,50932,1,0
20999,31818,1,2024-04-27,1,4,56,358,4,50936,1,0
21000,31819,1,2024-08-11,1,28,173,1637,5,50937,1,0
21001,31822,2,2023-01-24,1,11,113,469,4,50940,1,0
21002,31823,1,2023-05-20,1,1,31,1414,5,50941,1,0
21003,31826,1,2023-01-08,1,23,160,642,7,50944,1,0
21004,31827,1,2024-12-20,1,23,158,1451,6,50947,1,0
21005,31828,1,2024-12-10,1,22,156,1873,5,50949,1,0
21006,31829,1,2023-08-02,1,14,127,1803,2,50950,1,0
21007,31830,2,2023-04-12,1,13,122,586,3,50951,1,0
21008,31831,1,2024-07-12,1,15,133,1021,8,50952,1,0
21009,31832,1,2024-12-09,1,15,134,174,8,50953,1,0
21010,31833,1,2022-12-26,1,6,77,211,6,50954,1,0
21011,31834,1,2022-06-15,1,6,77,685,1,50955,1,0
21012,31837,1,2024-05-13,1,31,184,746,3,50958,1,0
21013,31838,1,2023-10-03,1,27,170,873,1,50959,1,0
21014,31838,1,2023-08-14,1,27,170,873,1,50960,1,0
21015,31840,2,2024-07-30,1,21,153,441,1,50964,1,0
21016,31841,1,2023-10-21,1,1,30,1955,5,50965,1,0
21017,31842,1,2023-03-12,1,1,4,367,4,50967,1,0
21018,31843,1,2023-10-12,1,1,26,318,4,50968,1,0
21019,31845,2,2022-08-14,1,13,123,1742,9,50971,1,0
21020,31850,1,2023-01-07,1,4,59,1780,8,50978,1,0
21021,31851,1,2024-08-18,1,14,126,1076,1,50979,1,0
21022,31852,1,2024-01-12,1,14,126,659,4,50980,1,0
21023,31853,2,2024-04-30,1,18,143,60,5,50981,1,0
21024,31854,1,2023-05-21,1,8,91,686,4,50984,1,0
21025,31854,1,2023-05-17,1,8,91,686,4,50985,1,0
21026,31857,1,2024-12-03,1,5,65,670,7,50988,1,0
21027,31858,1,2025-01-09,1,30,180,85,7,50990,1,0
21028,31859,1,2023-12-29,1,1,28,39,1,50991,1,0
21029,31862,2,2022-12-08,1,13,122,1096,10,50995,1,0
21030,31864,2,2022-05-08,1,3,44,1303,4,50997,1,0
21031,31865,1,2025-02-07,1,6,75,751,9,50999,1,0
21032,31867,2,2023-12-23,1,1,6,1667,1,51001,1,0
21033,31869,1,2024-10-03,1,1,18,1749,6,51003,1,0
21034,31870,1,2025-01-15,1,21,154,891,7,51004,1,0
21035,31871,2,2022-06-06,1,13,124,1072,10,51005,1,0
21036,31873,1,2023-08-08,1,17,139,104,2,51008,1,0
21037,31877,1,2024-05-23,1,17,139,506,10,51018,1,0
21038,31877,1,2024-06-10,1,17,139,506,10,51019,1,0
21039,31881,1,2025-03-03,1,19,145,1485,10,51026,1,0
